order_id,customer_id,order_date,status
ORD-00559,CUST-0094,2023-03-21,Returned
ORD-00560,CUST-0341,2024-05-31,Completed
ORD-00561,CUST-0464,2023-04-03,Completed
ORD-00562,CUST-0107,2023-05-22,Completed
ORD-00563,CUST-0365,2023-04-17,Completed
ORD-00564,CUST-0312,2024-10-07,Completed
ORD-00565,CUST-0053,2024-12-17,Completed
ORD-00566,CUST-0057,2024-02-20,Completed
ORD-00567,CUST-0081,2024-03-26,Completed
ORD-00568,CUST-0031,2024-04-16,Completed
ORD-00569,CUST-0369,2024-03-21,Completed
ORD-00570,CUST-0470,2024-02-02,Returned
ORD-00571,CUST-0402,2024-12-21,Pending
ORD-00572,CUST-0365,2024-06-19,Completed
ORD-00573,CUST-0370,2023-03-06,Returned
ORD-00574,CUST-0117,2023-10-14,Completed
ORD-00575,CUST-0422,2024-12-12,Pending
ORD-00576,CUST-0108,2023-10-22,Completed
ORD-00577,CUST-0243,2023-05-29,Completed
ORD-00578,CUST-0467,2024-09-25,Completed
ORD-00579,CUST-0045,2024-03-30,Returned
ORD-00580,CUST-0049,2024-02-15,Completed
ORD-00581,CUST-0048,2023-11-03,Completed
ORD-00582,CUST-0351,2023-04-01,Completed
ORD-00583,CUST-0244,2023-10-08,Completed
ORD-00584,CUST-0303,2023-11-16,Returned
ORD-00585,CUST-0115,2024-11-10,Completed
ORD-00586,CUST-0034,2023-08-13,Completed
ORD-00587,CUST-0383,2023-04-19,Completed
ORD-00588,CUST-0175,2023-11-09,Completed
ORD-00589,CUST-0261,2024-12-28,Completed
ORD-00590,CUST-0482,2023-12-19,Returned
ORD-00591,CUST-0086,2023-10-04,Pending
ORD-00592,CUST-0218,2024-05-01,Completed
ORD-00593,CUST-0044,2024-04-18,Completed
ORD-00594,CUST-0046,2023-08-07,Completed
ORD-00595,CUST-0188,2024-12-07,Completed
ORD-00596,CUST-0046,2024-03-08,Completed
ORD-00597,CUST-0498,2023-02-12,Completed
ORD-00598,CUST-0333,2023-10-25,Completed
ORD-00599,CUST-0346,2024-11-04,Completed
ORD-00600,CUST-0236,2023-10-15,Completed
ORD-00601,CUST-0049,2024-02-19,Returned
ORD-00602,CUST-0249,2024-03-23,Completed
ORD-00603,CUST-0125,2024-05-29,Completed
ORD-00604,CUST-0236,2024-09-28,Pending
ORD-00605,CUST-0210,2023-04-19,Completed
ORD-00606,CUST-0087,2024-01-13,Completed
ORD-00607,CUST-0494,2024-01-25,Completed
ORD-00608,CUST-0426,2023-04-22,Completed
ORD-00609,CUST-0072,2024-05-06,Completed
ORD-00610,CUST-0180,2023-03-28,Completed
ORD-00611,CUST-0236,2023-11-30,Completed
ORD-00612,CUST-0030,2023-08-30,Completed
ORD-00613,CUST-0485,2023-04-24,Completed
ORD-00614,CUST-0278,2024-08-23,Completed
ORD-00615,CUST-0493,2023-06-28,Completed
ORD-00616,CUST-0341,2023-07-06,Completed
ORD-00617,CUST-0335,2024-09-15,Returned
ORD-00618,CUST-0011,2024-10-02,Completed
ORD-00619,CUST-0040,2023-01-26,Completed
ORD-00620,CUST-0113,2023-07-22,Completed
ORD-00621,CUST-0203,2024-06-01,Completed
ORD-00622,CUST-0267,2024-07-22,Pending
ORD-00623,CUST-0317,2024-12-30,Completed
ORD-00624,CUST-0478,2024-02-09,Completed
ORD-00625,CUST-0262,2023-01-06,Pending
ORD-00626,CUST-0174,2024-09-29,Completed
ORD-00627,CUST-0497,2023-04-28,Completed
ORD-00628,CUST-0389,2023-03-30,Completed
ORD-00629,CUST-0451,2024-05-07,Completed
ORD-00630,CUST-0331,2024-03-16,Completed
ORD-00631,CUST-0426,2023-02-13,Completed
ORD-00632,CUST-0339,2023-05-04,Completed
ORD-00633,CUST-0122,2024-03-06,Returned
ORD-00634,CUST-0221,2023-07-06,Completed
ORD-00635,CUST-0067,2024-05-14,Completed
ORD-00636,CUST-0117,2023-10-28,Completed
ORD-00637,CUST-0437,2024-03-05,Completed
ORD-00638,CUST-0045,2023-12-13,Completed
ORD-00639,CUST-0147,2023-09-24,Returned
ORD-00640,CUST-0258,2023-09-07,Completed
ORD-00641,CUST-0401,2024-05-24,Completed
ORD-00642,CUST-0339,2024-01-11,Completed
ORD-00643,CUST-0418,2024-03-09,Completed
ORD-00644,CUST-0456,2024-02-26,Completed
ORD-00645,CUST-0311,2023-06-01,Pending
ORD-00646,CUST-0355,2024-10-28,Completed
ORD-00647,CUST-0377,2024-02-16,Completed
ORD-00648,CUST-0443,2024-06-08,Pending
ORD-00649,CUST-0109,2024-10-05,Completed
ORD-00650,CUST-0439,2024-11-06,Pending
ORD-00651,CUST-0065,2024-05-01,Completed
ORD-00652,CUST-0031,2024-07-28,Completed
ORD-00653,CUST-0210,2023-12-11,Pending
ORD-00654,CUST-0359,2024-06-22,Completed
ORD-00655,CUST-0319,2023-08-23,Completed
ORD-00656,CUST-0277,2024-06-03,Completed
ORD-00657,CUST-0285,2023-03-04,Completed
ORD-00658,CUST-0450,2024-10-29,Completed
ORD-00659,CUST-0365,2023-06-28,Completed
ORD-00660,CUST-0467,2024-04-24,Completed
ORD-00661,CUST-0193,2023-01-09,Completed
ORD-00662,CUST-0265,2023-04-24,Completed
ORD-00663,CUST-0114,2024-12-21,Completed
ORD-00664,CUST-0297,2024-08-31,Completed
ORD-00665,CUST-0308,2023-06-12,Completed
ORD-00666,CUST-0438,2023-04-06,Completed
ORD-00667,CUST-0205,2024-08-17,Completed
ORD-00668,CUST-0292,2024-12-23,Completed
ORD-00669,CUST-0115,2023-05-04,Completed
ORD-00670,CUST-0382,2024-04-29,Completed
ORD-00671,CUST-0339,2023-07-27,Completed
ORD-00672,CUST-0382,2024-06-27,Pending
ORD-00673,CUST-0045,2023-11-02,Pending
ORD-00674,CUST-0202,2023-04-02,Completed
ORD-00675,CUST-0057,2023-08-25,Pending
ORD-00676,CUST-0150,2024-01-29,Returned
ORD-00677,CUST-0417,2024-08-05,Completed
ORD-00678,CUST-0465,2023-01-16,Completed
ORD-00679,CUST-0362,2024-11-30,Completed
ORD-00680,CUST-0485,2024-04-19,Completed
ORD-00681,CUST-0321,2024-09-30,Completed
ORD-00682,CUST-0412,2024-11-09,Completed
ORD-00683,CUST-0134,2023-04-23,Completed
ORD-00684,CUST-0389,2023-03-10,Pending
ORD-00685,CUST-0087,2024-07-20,Completed
ORD-00686,CUST-0158,2023-05-18,Completed
ORD-00687,CUST-0161,2023-04-19,Completed
ORD-00688,CUST-0362,2023-12-09,Completed
ORD-00689,CUST-0458,2024-10-28,Returned
ORD-00690,CUST-0236,2024-08-03,Returned
ORD-00691,CUST-0105,2024-01-14,Completed
ORD-00692,CUST-0347,2023-05-24,Completed
ORD-00693,CUST-0067,2023-09-03,Completed
ORD-00694,CUST-0474,2024-05-17,Completed
ORD-00695,CUST-0257,2023-04-25,Returned
ORD-00696,CUST-0035,2024-01-18,Completed
ORD-00697,CUST-0267,2023-01-09,Completed
ORD-00698,CUST-0385,2023-08-26,Completed
ORD-00699,CUST-0358,2023-07-01,Completed
ORD-00700,CUST-0425,2024-05-12,Completed
ORD-00701,CUST-0302,2024-10-29,Completed
ORD-00702,CUST-0069,2023-04-17,Completed
ORD-00703,CUST-0080,2024-08-05,Completed
ORD-00704,CUST-0222,2024-04-23,Pending
ORD-00705,CUST-0249,2024-12-08,Completed
ORD-00706,CUST-0241,2024-10-27,Completed
ORD-00707,CUST-0235,2023-03-15,Completed
ORD-00708,CUST-0334,2024-06-26,Completed
ORD-00709,CUST-0100,2024-03-08,Completed
ORD-00710,CUST-0452,2023-03-24,Completed
ORD-00711,CUST-0104,2023-07-07,Completed
ORD-00712,CUST-0403,2024-11-07,Completed
ORD-00713,CUST-0460,2024-02-01,Completed
ORD-00714,CUST-0229,2023-09-05,Completed
ORD-00715,CUST-0375,2023-08-22,Completed
ORD-00716,CUST-0234,2024-09-03,Completed
ORD-00717,CUST-0195,2023-07-26,Completed
ORD-00718,CUST-0406,2023-04-26,Completed
ORD-00719,CUST-0117,2024-02-23,Returned
ORD-00720,CUST-0094,2024-12-25,Pending
ORD-00721,CUST-0112,2023-05-14,Completed
ORD-00722,CUST-0384,2023-07-06,Completed
ORD-00723,CUST-0365,2023-12-09,Completed
ORD-00724,CUST-0312,2023-05-26,Completed
ORD-00725,CUST-0381,2024-04-20,Completed
ORD-00726,CUST-0077,2023-07-05,Returned
ORD-00727,CUST-0215,2023-04-04,Completed
ORD-00728,CUST-0128,2023-07-10,Completed
ORD-00729,CUST-0436,2024-11-10,Completed
ORD-00730,CUST-0042,2024-11-13,Completed
ORD-00731,CUST-0343,2024-01-05,Returned
ORD-00732,CUST-0276,2023-10-20,Completed
ORD-00733,CUST-0412,2024-08-21,Completed
ORD-00734,CUST-0365,2023-05-22,Completed
ORD-00735,CUST-0025,2024-04-22,Completed
ORD-00736,CUST-0144,2024-05-11,Completed
ORD-00737,CUST-0028,2024-06-02,Completed
ORD-00738,CUST-0392,2023-06-09,Completed
ORD-00739,CUST-0111,2024-06-06,Completed
ORD-00740,CUST-0414,2024-03-22,Returned
ORD-00741,CUST-0274,2024-09-30,Completed
ORD-00742,CUST-0454,2023-05-08,Completed
ORD-00743,CUST-0241,2024-03-23,Returned
ORD-00744,CUST-0203,2024-08-28,Completed
ORD-00745,CUST-0453,2023-07-23,Completed
ORD-00746,CUST-0009,2024-06-26,Pending
ORD-00747,CUST-0291,2023-03-14,Completed
ORD-00748,CUST-0194,2024-06-08,Completed
ORD-00749,CUST-0018,2024-03-18,Completed
ORD-00750,CUST-0099,2023-05-21,Completed
ORD-00751,CUST-0356,2023-02-18,Completed
ORD-00752,CUST-0311,2024-06-28,Returned
ORD-00753,CUST-0012,2023-06-26,Completed
ORD-00754,CUST-0026,2023-12-30,Returned
ORD-00755,CUST-0071,2023-02-14,Completed
ORD-00756,CUST-0270,2024-12-04,Completed
ORD-00757,CUST-0213,2024-02-05,Completed
ORD-00758,CUST-0002,2024-11-11,Completed
ORD-00759,CUST-0239,2023-04-28,Completed
ORD-00760,CUST-0031,2023-05-31,Completed
ORD-00761,CUST-0282,2024-03-21,Completed
ORD-00762,CUST-0429,2024-03-17,Completed
ORD-00763,CUST-0369,2024-07-31,Completed
ORD-00764,CUST-0134,2024-11-08,Completed
ORD-00765,CUST-0077,2024-08-22,Completed
ORD-00766,CUST-0099,2023-04-13,Completed
ORD-00767,CUST-0159,2023-08-14,Completed
ORD-00768,CUST-0121,2024-10-29,Completed
ORD-00769,CUST-0449,2024-02-05,Completed
ORD-00770,CUST-0094,2024-09-24,Completed
ORD-00771,CUST-0293,2024-02-15,Completed
ORD-00772,CUST-0497,2023-02-06,Completed
ORD-00773,CUST-0356,2023-12-12,Completed
ORD-00774,CUST-0374,2024-08-25,Completed
ORD-00775,CUST-0082,2024-04-23,Returned
ORD-00776,CUST-0080,2023-04-07,Returned
ORD-00777,CUST-0318,2023-06-03,Completed
ORD-00778,CUST-0278,2024-09-15,Completed
ORD-00779,CUST-0395,2024-12-15,Completed
ORD-00780,CUST-0025,2024-07-03,Pending
ORD-00781,CUST-0198,2023-03-13,Completed
ORD-00782,CUST-0344,2024-03-28,Completed
ORD-00783,CUST-0460,2024-08-28,Completed
ORD-00784,CUST-0484,2024-04-12,Completed
ORD-00785,CUST-0177,2024-03-09,Completed
ORD-00786,CUST-0317,2023-12-08,Completed
ORD-00787,CUST-0153,2023-06-28,Completed
ORD-00788,CUST-0026,2023-07-24,Completed
ORD-00789,CUST-0050,2024-06-28,Returned
ORD-00790,CUST-0013,2023-02-20,Returned
ORD-00791,CUST-0191,2023-03-03,Completed
ORD-00792,CUST-0070,2023-10-17,Completed
ORD-00793,CUST-0054,2024-07-19,Completed
ORD-00794,CUST-0464,2024-04-24,Returned
ORD-00795,CUST-0130,2024-03-06,Completed
ORD-00796,CUST-0190,2024-01-25,Completed
ORD-00797,CUST-0207,2023-03-22,Returned
ORD-00798,CUST-0042,2023-08-31,Completed
ORD-00799,CUST-0113,2023-02-28,Completed
ORD-00800,CUST-0026,2024-07-07,Completed
ORD-00801,CUST-0348,2024-07-02,Completed
ORD-00802,CUST-0105,2023-07-08,Completed
ORD-00803,CUST-0340,2023-08-02,Completed
ORD-00804,CUST-0451,2023-08-20,Pending
ORD-00805,CUST-0046,2024-10-11,Completed
ORD-00806,CUST-0132,2023-12-23,Returned
ORD-00807,CUST-0180,2024-07-10,Completed
ORD-00808,CUST-0221,2023-11-24,Completed
ORD-00809,CUST-0121,2024-05-24,Pending
ORD-00810,CUST-0257,2024-01-21,Completed
ORD-00811,CUST-0078,2023-07-23,Completed
ORD-00812,CUST-0326,2024-10-01,Completed
ORD-00813,CUST-0372,2024-06-01,Completed
ORD-00814,CUST-0259,2024-07-15,Returned
ORD-00815,CUST-0387,2024-11-23,Completed
ORD-00816,CUST-0392,2023-07-01,Completed
ORD-00817,CUST-0007,2023-03-08,Completed
ORD-00818,CUST-0492,2024-03-01,Completed
ORD-00819,CUST-0370,2023-08-27,Completed
ORD-00820,CUST-0031,2023-11-15,Completed
ORD-00821,CUST-0488,2023-06-21,Returned
ORD-00822,CUST-0092,2023-10-18,Completed
ORD-00823,CUST-0491,2023-10-15,Returned
ORD-00824,CUST-0420,2023-09-13,Completed
ORD-00825,CUST-0038,2024-06-25,Completed
ORD-00826,CUST-0381,2024-03-08,Completed
ORD-00827,CUST-0242,2023-12-13,Completed
ORD-00828,CUST-0378,2023-03-24,Completed
ORD-00829,CUST-0056,2024-02-21,Completed
ORD-00830,CUST-0112,2023-05-08,Completed
ORD-00831,CUST-0049,2023-08-18,Returned
ORD-00832,CUST-0456,2023-10-30,Completed
ORD-00833,CUST-0403,2023-04-14,Completed
ORD-00834,CUST-0182,2023-10-12,Pending
ORD-00835,CUST-0408,2023-07-14,Completed
ORD-00836,CUST-0253,2024-09-12,Returned
ORD-00837,CUST-0263,2024-09-19,Completed
ORD-00838,CUST-0492,2023-01-04,Returned
ORD-00839,CUST-0495,2024-03-15,Completed
ORD-00840,CUST-0341,2024-04-12,Completed
ORD-00841,CUST-0372,2023-10-03,Completed
ORD-00842,CUST-0290,2023-12-09,Completed
ORD-00843,CUST-0298,2024-07-30,Completed
ORD-00844,CUST-0415,2023-10-03,Pending
ORD-00845,CUST-0236,2023-02-17,Completed
ORD-00846,CUST-0049,2023-09-29,Completed
ORD-00847,CUST-0444,2023-07-05,Returned
ORD-00848,CUST-0125,2023-10-07,Completed
ORD-00849,CUST-0317,2023-06-17,Completed
ORD-00850,CUST-0382,2023-04-20,Completed
ORD-00851,CUST-0471,2024-12-20,Completed
ORD-00852,CUST-0241,2023-04-05,Completed
ORD-00853,CUST-0103,2024-05-30,Completed
ORD-00854,CUST-0194,2024-06-07,Completed
ORD-00855,CUST-0449,2024-03-26,Completed
ORD-00856,CUST-0024,2024-10-27,Completed
ORD-00857,CUST-0434,2023-01-04,Completed
ORD-00858,CUST-0387,2023-08-09,Completed
ORD-00859,CUST-0003,2023-05-15,Completed
ORD-00860,CUST-0065,2024-02-26,Completed
ORD-00861,CUST-0240,2024-04-08,Completed
ORD-00862,CUST-0468,2024-10-17,Completed
ORD-00863,CUST-0083,2023-10-05,Completed
ORD-00864,CUST-0144,2023-06-22,Returned
ORD-00865,CUST-0194,2024-11-05,Completed
ORD-00866,CUST-0154,2024-05-06,Completed
ORD-00867,CUST-0459,2024-07-12,Completed
ORD-00868,CUST-0225,2023-11-21,Completed
ORD-00869,CUST-0396,2023-11-23,Returned
ORD-00870,CUST-0400,2023-10-12,Pending
ORD-00871,CUST-0213,2024-07-01,Pending
ORD-00872,CUST-0350,2023-06-03,Completed
ORD-00873,CUST-0122,2024-12-13,Completed
ORD-00874,CUST-0189,2023-05-09,Completed
ORD-00875,CUST-0194,2023-12-03,Completed
ORD-00876,CUST-0237,2023-08-18,Completed
ORD-00877,CUST-0182,2024-04-14,Completed
ORD-00878,CUST-0403,2024-05-11,Completed
ORD-00879,CUST-0413,2024-11-01,Pending
ORD-00880,CUST-0235,2024-07-30,Completed
ORD-00881,CUST-0372,2023-07-01,Completed
ORD-00882,CUST-0037,2023-05-31,Returned
ORD-00883,CUST-0340,2024-10-09,Completed
ORD-00884,CUST-0275,2023-12-23,Completed
ORD-00885,CUST-0267,2023-03-13,Completed
ORD-00886,CUST-0323,2024-08-25,Completed
ORD-00887,CUST-0156,2024-04-18,Completed
ORD-00888,CUST-0439,2023-01-19,Completed
ORD-00889,CUST-0070,2024-07-25,Completed
ORD-00890,CUST-0059,2024-03-19,Completed
ORD-00891,CUST-0114,2024-03-24,Completed
ORD-00892,CUST-0249,2024-09-23,Completed
ORD-00893,CUST-0478,2023-12-28,Returned
ORD-00894,CUST-0369,2023-12-03,Completed
ORD-00895,CUST-0484,2024-03-26,Completed
ORD-00896,CUST-0202,2023-05-25,Completed
ORD-00897,CUST-0097,2023-04-21,Returned
ORD-00898,CUST-0013,2024-09-07,Completed
ORD-00899,CUST-0446,2023-06-07,Completed
ORD-00900,CUST-0361,2024-01-04,Completed
ORD-00901,CUST-0346,2023-07-17,Completed
ORD-00902,CUST-0314,2023-06-18,Completed
ORD-00903,CUST-0217,2024-03-12,Completed
ORD-00904,CUST-0140,2024-08-08,Completed
ORD-00905,CUST-0197,2023-11-19,Completed
ORD-00906,CUST-0468,2023-04-12,Completed
ORD-00907,CUST-0141,2023-06-28,Completed
ORD-00908,CUST-0157,2023-05-01,Completed
ORD-00909,CUST-0231,2024-10-06,Completed
ORD-00910,CUST-0301,2023-08-22,Completed
ORD-00911,CUST-0351,2023-09-30,Pending
ORD-00912,CUST-0459,2023-02-21,Returned
ORD-00913,CUST-0209,2023-11-22,Returned
ORD-00914,CUST-0056,2024-10-29,Completed
ORD-00915,CUST-0305,2023-10-27,Completed
ORD-00916,CUST-0273,2024-04-20,Completed
ORD-00917,CUST-0270,2023-05-13,Completed
ORD-00918,CUST-0024,2023-04-15,Completed
ORD-00919,CUST-0274,2024-06-18,Completed
ORD-00920,CUST-0213,2023-02-17,Completed
ORD-00921,CUST-0002,2023-11-24,Completed
ORD-00922,CUST-0186,2023-08-20,Returned
ORD-00923,CUST-0035,2023-01-12,Completed
ORD-00924,CUST-0052,2024-01-23,Completed
ORD-00925,CUST-0045,2024-12-04,Completed
ORD-00926,CUST-0478,2023-02-20,Completed
ORD-00927,CUST-0444,2024-08-18,Returned
ORD-00928,CUST-0446,2024-01-29,Completed
ORD-00929,CUST-0456,2024-06-12,Returned
ORD-00930,CUST-0303,2023-03-12,Returned
ORD-00931,CUST-0215,2024-09-26,Completed
ORD-00932,CUST-0329,2023-01-09,Completed
ORD-00933,CUST-0257,2024-10-23,Completed
ORD-00934,CUST-0488,2024-04-25,Completed
ORD-00935,CUST-0351,2023-09-04,Completed
ORD-00936,CUST-0108,2023-01-06,Pending
ORD-00937,CUST-0425,2024-03-21,Completed
ORD-00938,CUST-0080,2023-03-05,Returned
ORD-00939,CUST-0028,2024-03-20,Completed
ORD-00940,CUST-0032,2024-07-18,Pending
ORD-00941,CUST-0095,2023-07-15,Completed
ORD-00942,CUST-0081,2023-06-24,Completed
ORD-00943,CUST-0141,2023-06-12,Completed
ORD-00944,CUST-0300,2023-06-14,Completed
ORD-00945,CUST-0413,2023-03-25,Returned
ORD-00946,CUST-0236,2023-07-02,Completed
ORD-00947,CUST-0363,2024-04-26,Completed
ORD-00948,CUST-0434,2023-08-09,Completed
ORD-00949,CUST-0015,2024-07-24,Completed
ORD-00950,CUST-0077,2024-08-21,Completed
ORD-00951,CUST-0098,2024-07-09,Completed
ORD-00952,CUST-0013,2024-01-29,Completed
ORD-00953,CUST-0245,2023-08-19,Completed
ORD-00954,CUST-0172,2024-11-09,Completed
ORD-00955,CUST-0379,2023-05-30,Pending
ORD-00956,CUST-0028,2023-12-06,Completed
ORD-00957,CUST-0421,2023-11-28,Completed
ORD-00958,CUST-0197,2024-06-28,Completed
ORD-00959,CUST-0196,2024-02-04,Completed
ORD-00960,CUST-0113,2024-08-06,Completed
ORD-00961,CUST-0110,2024-11-01,Completed
ORD-00962,CUST-0096,2023-10-13,Completed
ORD-00963,CUST-0339,2024-09-30,Completed
ORD-00964,CUST-0121,2023-05-04,Completed
ORD-00965,CUST-0162,2024-10-30,Pending
ORD-00966,CUST-0013,2023-05-10,Completed
ORD-00967,CUST-0458,2024-09-12,Completed
ORD-00968,CUST-0309,2023-10-12,Completed
ORD-00969,CUST-0233,2024-12-05,Completed
ORD-00970,CUST-0369,2023-04-05,Completed
ORD-00971,CUST-0402,2023-12-06,Completed
ORD-00972,CUST-0041,2024-10-20,Completed
ORD-00973,CUST-0133,2023-02-04,Completed
ORD-00974,CUST-0448,2023-07-13,Completed
ORD-00975,CUST-0374,2023-03-03,Pending
ORD-00976,CUST-0075,2023-08-23,Completed
ORD-00977,CUST-0403,2023-10-12,Returned
ORD-00978,CUST-0257,2024-03-27,Completed
ORD-00979,CUST-0191,2023-07-08,Pending
ORD-00980,CUST-0129,2023-04-26,Completed
ORD-00981,CUST-0481,2023-05-05,Completed
ORD-00982,CUST-0454,2024-11-16,Returned
ORD-00983,CUST-0260,2024-11-26,Completed
ORD-00984,CUST-0406,2023-06-11,Completed
ORD-00985,CUST-0151,2023-05-23,Pending
ORD-00986,CUST-0445,2023-02-09,Completed
ORD-00987,CUST-0019,2024-12-01,Completed
ORD-00988,CUST-0217,2024-05-30,Completed
ORD-00989,CUST-0003,2024-07-09,Returned
ORD-00990,CUST-0160,2023-08-01,Returned
ORD-00991,CUST-0114,2024-04-12,Completed
ORD-00992,CUST-0177,2023-02-13,Completed
ORD-00993,CUST-0144,2024-05-08,Completed
ORD-00994,CUST-0350,2024-02-28,Completed
ORD-00995,CUST-0188,2023-08-30,Returned
ORD-00996,CUST-0297,2024-06-02,Completed
ORD-00997,CUST-0481,2024-04-16,Completed
ORD-00998,CUST-0470,2023-11-17,Completed
ORD-00999,CUST-0380,2023-05-17,Completed
ORD-01000,CUST-0269,2023-01-18,Returned
ORD-01001,CUST-0172,2024-11-15,Completed
ORD-01002,CUST-0432,2023-07-25,Completed
ORD-01003,CUST-0327,2023-08-09,Returned
ORD-01004,CUST-0173,2024-05-12,Pending
ORD-01005,CUST-0173,2023-07-06,Completed
ORD-01006,CUST-0325,2023-10-02,Pending
ORD-01007,CUST-0338,2024-06-03,Completed
ORD-01008,CUST-0165,2024-03-10,Returned
ORD-01009,CUST-0302,2024-04-24,Completed
ORD-01010,CUST-0171,2023-01-04,Completed
ORD-01011,CUST-0456,2023-11-26,Completed
ORD-01012,CUST-0006,2023-12-13,Completed
ORD-01013,CUST-0294,2024-04-06,Completed
ORD-01014,CUST-0019,2023-04-21,Completed
ORD-01015,CUST-0041,2023-04-27,Completed
ORD-01016,CUST-0368,2024-07-10,Completed
ORD-01017,CUST-0304,2024-05-06,Completed
ORD-01018,CUST-0202,2024-08-15,Completed
ORD-01019,CUST-0028,2023-07-17,Pending
ORD-01020,CUST-0242,2024-12-29,Pending
ORD-01021,CUST-0461,2023-07-19,Completed
ORD-01022,CUST-0185,2024-04-20,Completed
ORD-01023,CUST-0039,2023-04-29,Completed
ORD-01024,CUST-0239,2024-11-01,Completed
ORD-01025,CUST-0343,2023-08-31,Returned
ORD-01026,CUST-0248,2024-08-08,Completed
ORD-01027,CUST-0462,2023-08-30,Completed
ORD-01028,CUST-0406,2024-07-31,Completed
ORD-01029,CUST-0455,2023-11-28,Completed
ORD-01030,CUST-0151,2023-02-15,Returned
ORD-01031,CUST-0092,2023-05-20,Completed
ORD-01032,CUST-0256,2024-05-13,Completed
ORD-01033,CUST-0121,2023-05-21,Completed
ORD-01034,CUST-0370,2023-07-20,Pending
ORD-01035,CUST-0153,2024-01-31,Completed
ORD-01036,CUST-0114,2023-07-04,Returned
ORD-01037,CUST-0381,2023-04-05,Returned
ORD-01038,CUST-0034,2024-03-31,Completed
ORD-01039,CUST-0339,2024-05-17,Returned
ORD-01040,CUST-0259,2024-06-19,Completed
ORD-01041,CUST-0060,2024-11-20,Completed
ORD-01042,CUST-0025,2023-04-01,Completed
ORD-01043,CUST-0263,2023-11-08,Completed
ORD-01044,CUST-0075,2023-06-20,Completed
ORD-01045,CUST-0389,2024-10-19,Completed
ORD-01046,CUST-0124,2024-01-30,Completed
ORD-01047,CUST-0446,2023-03-13,Completed
ORD-01048,CUST-0171,2024-05-20,Completed
ORD-01049,CUST-0428,2023-02-01,Completed
ORD-01050,CUST-0187,2023-07-20,Completed
ORD-01051,CUST-0252,2024-06-10,Pending
ORD-01052,CUST-0255,2024-01-05,Pending
ORD-01053,CUST-0324,2024-07-09,Completed
ORD-01054,CUST-0104,2024-02-21,Completed
ORD-01055,CUST-0233,2024-09-07,Completed
ORD-01056,CUST-0155,2024-02-15,Completed
ORD-01057,CUST-0030,2023-02-11,Completed
ORD-01058,CUST-0471,2023-02-22,Completed
ORD-01059,CUST-0322,2024-07-21,Completed
ORD-01060,CUST-0101,2023-01-29,Completed
ORD-01061,CUST-0248,2023-10-02,Completed
ORD-01062,CUST-0455,2023-01-12,Completed
ORD-01063,CUST-0250,2023-08-10,Returned
ORD-01064,CUST-0383,2024-03-10,Completed
ORD-01065,CUST-0487,2023-05-07,Completed
ORD-01066,CUST-0472,2023-12-07,Completed
ORD-01067,CUST-0213,2024-12-28,Completed
ORD-01068,CUST-0340,2023-02-21,Completed
ORD-01069,CUST-0321,2023-02-16,Completed
ORD-01070,CUST-0034,2023-07-18,Completed
ORD-01071,CUST-0452,2024-08-26,Completed
ORD-01072,CUST-0233,2023-10-24,Completed
ORD-01073,CUST-0354,2024-04-11,Completed
ORD-01074,CUST-0410,2023-01-25,Completed
ORD-01075,CUST-0004,2024-06-20,Completed
ORD-01076,CUST-0374,2023-02-19,Returned
ORD-01077,CUST-0485,2024-06-03,Completed
ORD-01078,CUST-0014,2023-04-18,Completed
ORD-01079,CUST-0231,2024-09-18,Returned
ORD-01080,CUST-0417,2023-08-05,Completed
ORD-01081,CUST-0492,2023-05-15,Completed
ORD-01082,CUST-0419,2023-09-03,Completed
ORD-01083,CUST-0295,2023-01-01,Completed
ORD-01084,CUST-0021,2023-05-01,Completed
ORD-01085,CUST-0330,2024-03-12,Returned
ORD-01086,CUST-0081,2023-08-08,Pending
ORD-01087,CUST-0440,2023-09-16,Completed
ORD-01088,CUST-0330,2024-08-12,Completed
ORD-01089,CUST-0394,2023-04-01,Returned
ORD-01090,CUST-0361,2023-10-17,Completed
ORD-01091,CUST-0023,2023-05-16,Completed
ORD-01092,CUST-0218,2023-12-19,Completed
ORD-01093,CUST-0363,2023-08-31,Completed
ORD-01094,CUST-0484,2023-02-03,Completed
ORD-01095,CUST-0257,2023-02-21,Completed
ORD-01096,CUST-0233,2024-09-14,Completed
ORD-01097,CUST-0058,2023-02-11,Completed
ORD-01098,CUST-0318,2024-07-25,Pending
ORD-01099,CUST-0148,2024-10-30,Completed
ORD-01100,CUST-0440,2023-12-07,Completed
ORD-01101,CUST-0377,2023-08-16,Completed
ORD-01102,CUST-0355,2024-07-20,Completed
ORD-01103,CUST-0229,2024-12-18,Pending
ORD-01104,CUST-0230,2023-03-29,Pending
ORD-01105,CUST-0062,2024-12-04,Completed
ORD-01106,CUST-0375,2024-11-19,Completed
ORD-01107,CUST-0306,2023-04-15,Completed
ORD-01108,CUST-0300,2023-02-09,Completed
ORD-01109,CUST-0014,2024-06-05,Completed
ORD-01110,CUST-0122,2023-02-26,Completed
ORD-01111,CUST-0119,2024-03-14,Completed
ORD-01112,CUST-0197,2023-02-17,Completed
ORD-01113,CUST-0281,2024-05-19,Completed
ORD-01114,CUST-0290,2023-06-19,Completed
ORD-01115,CUST-0425,2023-03-12,Completed
ORD-01116,CUST-0206,2023-02-18,Completed
ORD-01117,CUST-0018,2023-05-18,Completed
